D0282468;Deluxe Auto Sales of Linden;169;4.131578947368421;Linden;7036.0;-74.2404;40.6311;False
D0312554;Shelby Motor Cars;37;4.115384615384615;Springfield;1109.0;-72.5337;42.1259;False
D0411406;Smart Buy Auto Sales;68;4.545454545454546;Wallingford;6492.0;-72.8124;41.4772;False
D0287089;Stamford Hyundai;487;4.257437321984501;Stamford;6902.0;-73.5286;41.0473;True
D0065697;Rockland Hyundai;300;3.631578947368421;West Nyack;10994.0;-73.9504;41.0912;True
D0280634;Backhuus Auto Sales;43;5.0;Howell;48843.0;-83.9244;42.6054;False
D0432552;Redford Auto Quality Used Cars;27;4.166666666666667;Redford;48240.0;-83.3134;42.4277;False
D0056387;Szott Ford;305;4.142857142857143;Holly;48442.0;-83.5479;42.7851;True
D0276909;Price Right Sterling Heights;11;4.0;Sterling Heights;48310.0;-83.0487;42.5526;False
D0368860;Twins Auto Sales - Detroit;49;4.125;Detroit;48219.0;-83.2802;42.4257;False
D0373410;Danbury Hyundai;6;1.0;Danbury;6810.0;-73.4721;41.3787;True
D0366905;Szott M-59 Toyota;119;4.7;Waterford;48328.0;-83.3682;42.6507;True
D0056374;Bob Maxey Ford Incorporated;238;4.5;Detroit;48207.0;-83.0289;42.3361;True
D0381590;Monster Motors;89;4.098039215686274;Michigan Center;49203.0;-84.3466;42.2388;False
D0439131;Luxury Auto Sport;6;5.0;Staten Island;10304.0;-74.0812;40.6241;False
D0398933;AMG Autotrade Corp;43;3.116279069767442;Little Ferry;7643.0;-74.0371;40.8536;False
D0293387;Lincoln Of Wayne;226;4.75;Wayne;7470.0;-74.2609;40.9086;True
D0351530;Car Authority Inc;15;4.75;Islip Terrace;11752.0;-73.1892;40.7439;False
D0190000;Volvo Huntington;146;4.153846153846154;Huntington;11743.0;-73.4281;40.8286;True
D0274211;Croton Auto Park;55;4.636363636363637;Croton-On-Hudson;10520.0;-73.8855;41.2023;True
D0282592;Liccardi Chrysler Dodge Ram;132;3.644444444444445;Green Brook;8812.0;-74.4741;40.6044;True
D0435091;112 Auto Plaza;142;4.166666666666667;Patchogue;11772.0;-73.0085;40.7827;False
D0288024;Rockville Centre GMC;20;4.733333333333333;Rockville Centre;11570.0;-73.6341;40.6572;True
D0158236;Hines Park Ford;317;4.769230769230769;New Hudson;48165.0;-83.6138;42.522;True
D0434896;Euro Motor Haus;22;3.0;Great Neck;11023.0;-73.7358;40.8034;False
D0404067;Deb's Auto Sales;62;4.25;Meriden;6450.0;-72.7734;41.5668;False
D0438703;Route 130 Chrysler Dodge Jeep Ram;146;2.5789473684210527;Robbinsville;8691.0;-74.6109;40.2224;True
D0398725;26 Motors;58;3.4197530864197527;Bronx;10466.0;-73.8328;40.8845;False
D0286970;Reydel Volkswagen of Linden;147;4.75;Roselle;7203.0;-74.2601;40.6421;True
D0398511;Auto House of Luxury;41;4.555555555555555;Plantsville;6479.0;-72.8753;41.5633;False
D0381261;Northeast Kia;104;3.8333333333333335;White Plains;10607.0;-73.7997;41.0432;True
D0342266;TSF Auto Sales;47;4.190476190476191;Hasbrouck Heights;7604.0;-74.0737;40.8502;False
D0282518;Automotive Avenues;517;4.237337256677229;Wall Township;7727.0;-74.1302;40.2203;False
D0284023;Shuman Chrysler Dodge Jeep Ram;180;4.142857142857143;Walled Lake;48390.0;-83.4779;42.5421;True
D0438935;Biener Ford;250;3.3125;Great Neck;11021.0;-73.7143;40.783;True
D0392539;Independence Vans;7;5.0;Highland;48356.0;-83.6659;42.636;False
D0180196;Westchester Toyota;46;2.6666666666666665;Yonkers;10710.0;-73.8352;40.9722;True
D0401081;Seifs Auto;2;5.0;Poughkeepsie;12601.0;-73.9195;41.714;False
D0379928;Positive Auto Sales;18;4.9;Hasbrouck Heights;7604.0;-74.0735;40.8505;False
D0060530;Stevens Ford of Milford;210;2.5;Milford;6460.0;-73.0824;41.2101;True
D0061948;BMW of Newton;135;4.161290322580645;Newton;7860.0;-74.7309;41.0899;True
D0378037;Prestige Auto Cars LLC;126;4.24;Waterbury;6705.0;-73.0021;41.5726;False
D0060554;Garavel Chrysler Jeep Dodge Ram;53;3.714285714285713;Norwalk;6851.0;-73.3956;41.1249;True
D0438472;Diamond Auto Cars;12;5.0;Vernon Rockville;6066.0;-72.505;41.8162;False
D0308457;Lookin-Nu Auto Sales;7;4.2;Waterford;48329.0;-83.3919;42.6902;False
D0417101;MB Auto LLC;5;4.5;Bronx;10475.0;-73.836;40.8825;False
D0401722;NY Auto Find;23;4.441176470588236;Massapequa;11758.0;-73.4285;40.669;False
D0282510;Team Motor Sports;4;5.0;Palisades Park;7650.0;-74.0362;40.8534;False
D0102943;Bel Air Auto Sales;17;4.444444444444445;Milford;6460.0;-73.103;41.2014;False
D0376392;Silkcityautomall.Com;99;4.129117259552042;Paterson;7503.0;-74.152;40.8944;False
D0337597;Ray Catena Lexus of Larchmont;57;4.0;Larchmont;10538.0;-73.7491;40.9325;True
D0281449;Jim Juliani Motor Car Company;96;4.742857142857143;Waterbury;6704.0;-73.0436;41.5856;False
D0276955;Royal Chevrolet Buick GMC;92;4.777777777777778;Coldwater;49036.0;-84.954;41.9367;True
D0413941;Smart Auto Sales;21;5.0;Paterson;7522.0;-74.178;40.9225;False
D0279975;Empire Chrysler Jeep Dodge Ram of West Islip;205;3.588235294117647;West Islip;11795.0;-73.2908;40.7253;True
D0340697;RT Auto Center;51;5.0;Newark;7105.0;-74.14;40.7342;False
D0156550;Dorian Ford;1194;4.571428571428571;Clinton Township;48035.0;-82.8946;42.5616;True
D0067733;Pine Belt Subaru;87;4.636363636363637;Lakewood;8701.0;-74.1741;40.0841;True
D0393170;CT Auto & Towing LLC;16;4.888888888888889;West Hartford;6110.0;-72.7282;41.7227;False
D0282608;Open Road Volkswagen Manhattan;186;2.8;New York;10019.0;-73.992;40.7694;True
D0402499;Talbott Motors;43;4.176470588235294;Battle Creek;49017.0;-85.1542;42.3442;False
D0282532;BMW of Roxbury;119;4.588235294117647;Kenvil;7847.0;-74.6236;40.8821;True
D0282346;Century Auto & Truck Center;67;4.717948717948718;East Windsor;6088.0;-72.608;41.8885;False
D0378641;Kings Auto World;30;3.473684210526316;Springfield Gardens;11413.0;-73.7566;40.6798;False
D0064317;Garden City Mazda;108;3.8461538461538463;Hempstead;11550.0;-73.6292;40.7131;True
D0405793;Only Cars NJ;54;3.75;Irvington;7111.0;-74.2232;40.7247;False
D0342815;Auto Spot LLC.;663;3.6470588235294126;Wood-Ridge;7075.0;-74.0962;40.8622;False
D0282642;MajorWorld.com;586;3.276923076923077;Long Island City;11101.0;-73.9197;40.7535;True
D0049875;Hank Graff Chevrolet Inc;320;4.222222222222222;Davison;48423.0;-83.518;43.0372;True
D0316543;Northeast Automall;26;4.5;Lodi;7644.0;-74.0697;40.8734;False
D0412066;Jamaica Motor Sports;15;4.5406593406593405;Jamaica;11433.0;-73.79;40.7014;False
D0178871;Kundert Volvo of Hasbrouck Heights;114;5.0;Hasbrouck Heights;7604.0;-74.0719;40.8543;True
D0293493;Salerno Duane Ford, LLC;127;5.0;Summit;7901.0;-74.3519;40.7142;True
D0438334;NY Luxury Motors;48;3.7999999999999994;Elmont;11003.0;-73.7222;40.7092;False
D0415122;Venture Motorcars;124;3.6669829222011385;South Hackensack;7606.0;-74.0468;40.8555;False
D0432834;Reis Motors ;10;4.944444444444445;Lawrence;11559.0;-73.7375;40.6235;False
D0280059;Rinke Chevrolet-Buick-GMC;1;4.333333333333333;Center Line;48015.0;-83.0276;42.4858;True
D0403753;Nemri Auto Sales;33;4.555555555555555;Dover;7801.0;-74.5661;40.896;False
D0281510;Port Jefferson Chrysler Jeep Dodge;64;4.2;Port Jefferson Station;11776.0;-73.0518;40.9219;True
D0293159;K&G Cars Inc;18;4.0;New Britain;6051.0;-72.7771;41.6565;False
D0337771;Fullerton Auto Group;709;4.555555555555555;Somerville;8876.0;-74.6018;40.5801;True
D0054592;Smithtown Toyota;211;4.714285714285714;Smithtown;11787.0;-73.1708;40.856;True
D0413657;Supreme Motor Sports;41;3.705882352941176;Elizabeth;7201.0;-74.2008;40.6714;False
D0186126;New Rochelle Chevrolet;114;3.8947368421052633;New Rochelle;10801.0;-73.7742;40.9134;True
D0439503;Best Luxury motors 2;86;2.55;Woodside;11377.0;-73.901;40.7539;False
D0374830;Rite On Auto Sales - Flat Rock;5;4.2;Flat Rock;48134.0;-83.2878;42.1053;False
D0062209;Riverdale Chrysler Jeep Dodge Ram;126;3.117647058823529;Bronx;10463.0;-73.8998;40.8865;True
D0287321;Great Lakes Auto Superstore;69;4.47229326513214;Pontiac;48340.0;-83.2826;42.6764;False
D0049848;Jefferson Chevrolet;79;4.8;Detroit;48207.0;-83.0233;42.338;True
D0412281;NYC Motorcars of Queens;48;3.388888888888889;Elmhurst;11373.0;-73.8889;40.7385;False
D0284014;Joe Ricci Automotive - Shelby;40;4.375;Shelby Township;48317.0;-83.0337;42.6628;False
D0432702;Best Cars R Us LLC;62;4.666666666666667;Plainfield;7060.0;-74.4195;40.6162;False
D0054953;Westbury Toyota;348;3.888888888888889;Westbury;11590.0;-73.5539;40.7558;True
D0282528;Colonial Motors;28;4.222222222222222;Mine Hill;7803.0;-74.5976;40.8783;False
D0059127;Honda City;68;4.8;Levittown;11756.0;-73.4931;40.7258;True
D0065630;Hudson Hyundai;286;3.272727272727273;Jersey City;7304.0;-74.0885;40.7235;True
D0398595;Brooklyn Chrysler Jeep Dodge Ram;121;4.583333333333333;Brooklyn;11234.0;-73.9275;40.614;True
D0059971;Jeffrey Automotive Group;313;4.809523809523809;Roseville;48066.0;-82.9183;42.5229;True
D0282485;Market Auto Sales;54;4.611111111111111;Paterson;7513.0;-74.1513;40.9088;False
D0274024;Sansone Auto Group;297;3.755102040816327;Avenel;7001.0;-74.273;40.5945;True
D0314442;Curmsons Auto Sales Inc;30;4.695652173913044;Woodside;11377.0;-73.9095;40.7419;False
D0273589;BMW of West Springfield;109;3.9565217391304346;West Springfield;1089.0;-72.6307;42.1489;True
D0101740;Bloomfield Garage Incorporated;22;3.75;Bloomfield;6002.0;-72.71;41.8229;False
D0381482;Bloomingdale Auto Group;97;3.5930232558139537;Bloomingdale;7403.0;-74.3358;41.0077;False
D0399944;Lexus of Orange County;91;3.9986263736263736;Middletown;10940.0;-74.4291;41.4198;True
D0061532;Germain Honda of Ann Arbor;161;3.4;Ann Arbor;48104.0;-83.7394;42.2487;True
D0373805;Power Motor Group;56;3.875;Lindenhurst;11757.0;-73.3778;40.7137;False
D0371469;Blasius Pre-Owned Auto Sales;228;4.52054794520548;Waterbury;6708.0;-73.0597;41.5657;False
D0399776;Drive Auto Sales;39;4.111111111111111;Bay Shore;11706.0;-73.292;40.7697;False
D0158253;Varsity Lincoln;586;4.705882352941177;Novi;48374.0;-83.5339;42.4938;True
D0338771;Dream Cars II Inc;20;4.8;Fairview;7022.0;-74.0087;40.822;False
D0406000;King O'rourke Buick GMC, LLC;150;4.75;Smithtown;11787.0;-73.1611;40.8515;True
D0203542;Yark Nissan;141;4.5;Toledo;43615.0;-83.6841;41.6762;True
D0388170;G & K Consulting Corp;8;4.8125;Fair Lawn;7410.0;-74.1366;40.9515;False
D0407367;INFINITI of Englewood;173;3.425;Englewood;7631.0;-73.9824;40.8787;True
D0293176;Kia of East Hartford;163;3.631578947368421;East Hartford;6108.0;-72.6562;41.7694;True
D0274047;Route 46 Chrysler Jeep Dodge;568;3.363543889600228;Little Falls;7424.0;-74.2166;40.8868;True
D0303487;Russell Westbrook Alfa Romeo;318;3.4651162790697674;Van Nuys;91401.0;-118.449;34.1743;True
D0390779;Auto Trader Wholesale;16;3.7777777777777777;Saddle Brook;7663.0;-74.0984;40.8904;False
D0285821;Wide World BMW;156;4.225806451612903;Spring Valley;10977.0;-74.0374;41.1075;True
D0343421;Dan Merriam's Sound Auto Wholesalers;136;4.285714285714286;Branford;6405.0;-72.8566;41.2772;False
D0281622;BMW Mt. Kisco;108;4.526315789473684;Mount Kisco;10549.0;-73.7257;41.2165;True
D0371615;Manhattan Motorcars Inc.;76;4.860162374020157;New York;10019.0;-73.9948;40.7665;True
D0434991;Manchester Motors ;13;5.0;Manchester;6040.0;-72.5478;41.7746;False
D0282350;East Windsor Auto Sales;12;4.333333333333333;East Windsor;6088.0;-72.6133;41.9109;False
D0282348;Coachlight Motors;15;4.722222222222222;East Windsor;6088.0;-72.6143;41.9158;False
D0381534;Northshore Motors;61;3.191489361702128;Syosset;11791.0;-73.5167;40.8038;False
D0289900;Project One Auto;110;4.842105263157895;Carlstadt;7072.0;-74.0618;40.8216;False
D0397645;OTOCITY;49;4.166666666666667;Totowa;7512.0;-74.2143;40.9025;False
D0282410;MJ Traders;50;4.352941176470588;Garfield;7026.0;-74.1182;40.8781;False
D0065713;Advantage Hyundai;54;4.166666666666667;Hicksville;11801.0;-73.5032;40.7696;True
D0050067;Jim Causley Buick GMC;77;4.75;Clinton Township;48036.0;-82.8871;42.5786;True
D0282737;Island Auto Buyers;48;4.351351351351352;West Babylon;11704.0;-73.3322;40.7145;False
D0063844;BMW of North Haven;103;4.636363636363637;North Haven;6473.0;-72.8398;41.4208;True
D0434988;American Motors ;22;4.0;Flushing;11355.0;-73.8277;40.7431;False
D0339787;Tru Automall;30;4.666666666666667;Berlin;6037.0;-72.7761;41.6034;False
D0183173;Route 33 Nissan;204;4.4;Trenton;8690.0;-74.6701;40.2293;True
D0434373;Island Auto Mall;131;2.6;Freeport;11520.0;-73.5742;40.6574;False
D0065001;Riley Volvo Cars Stamford;136;3.0;Stamford;6902.0;-73.526;41.0526;True
D0397216;ABC Auto LLC;5;4.166666666666667;Newington;6111.0;-72.7486;41.654;False
D0155875;Dean Sellers Ford Inc;376;4.0;Troy;48084.0;-83.1809;42.5485;True
D0274180;Mercedes-Benz of Flemington;185;4.622641509433962;Flemington;8822.0;-74.8548;40.5235;True
D0397642;Chancellor Auto Group;47;3.1428571428571432;Irvington;7111.0;-74.2304;40.7135;False
D0375154;Autorama Sales Inc;25;4.375;Wantagh;11793.0;-73.5071;40.6722;False
D0368975;Passaic Park Motors;5;4.8;Passaic;7055.0;-74.1429;40.8551;False
D0054565;Advantage Toyota;102;3.1115697741084736;Valley Stream;11581.0;-73.7145;40.6635;True
D0282430;North Plainfield Nissan;89;4.111111111111111;North Plainfield;7060.0;-74.4332;40.63;True
D0067622;Village Subaru/Pre-Owned Plus;166;4.5;Acton;1720.0;-71.4304;42.4405;True
D0282589;Bill Vince's Bridgewater Acura;197;4.576673256970399;Bridgewater;8807.0;-74.5848;40.5784;True
D0392721;Auto Outlet;278;3.333333333333333;Elizabeth;7202.0;-74.2151;40.6528;False
D0386735;Fette Ford Kia;257;3.1666666666666665;Clifton;7013.0;-74.1836;40.8694;True
D0282399;Car Revolution;109;3.3866666666666663;Avenel;7001.0;-74.2888;40.5757;False
D0325990;M USA Used Cars Inc;32;4.052631578947368;Elizabeth;7202.0;-74.2237;40.6591;False
D0283972;Jaguar-Land Rover Lakeside;74;3.8999999999999995;Macomb;48044.0;-82.9315;42.6287;True
D0337149;Bowman Auto Center;77;4.232558139534884;Clarkston;48348.0;-83.4806;42.7538;False
D0397375;Northway Auto Group;49;4.6;Wantage;7416.0;-74.5875;41.1731;False
D0387242;Executive Auto Group;51;3.75;Irvington;7111.0;-74.2354;40.7145;False
D0050106;Prestige Cadillac;193;4.6;Warren;48093.0;-83.0286;42.5131;True
D0369407;Olger Motors;30;3.9655172413793114;Woodbridge;7095.0;-74.2854;40.5612;False
D0189920;Empire Toyota of Huntington;218;3.1820266889074227;Huntington Station;11746.0;-73.3715;40.8349;True
D0386372;AMA Auto Sales LLC;23;4.7727272727272725;Ringwood;7456.0;-74.2798;41.0772;False
D0051093;Empire Chevrolet of Huntington;269;4.0;Huntington;11743.0;-73.3691;40.8351;True
D0341550;Vantage Auto Wholesale;42;4.25;Lodi;7644.0;-74.0801;40.8807;False
D0292420;Cars Buyer Inc.;19;3.6875;Lodi;7644.0;-74.0723;40.8761;False
D0291393;Central Avenue Hyundai;122;4.0606060606060606;Hartsdale;10530.0;-73.8017;41.0159;True
D0335538;Farmington's Finest Used Autos;13;4.875;Farmington;48336.0;-83.3669;42.4608;False
D0293158;Mazda of Manchester;37;4.75;Manchester;6042.0;-72.5211;41.7958;True
D0274050;Prestige Lexus;220;4.078947368421052;Ramsey;7446.0;-74.1416;41.0584;True
D0401153;NY Off Lease;43;2.90625;Copiague;11726.0;-73.3865;40.6704;False
D0403045;Saybrook Auto Barn;26;4.566666666666666;Old Saybrook;6475.0;-72.3821;41.3103;False
D0376229;Marathon Motors Inc;34;4.55;Saint James;11780.0;-73.1494;40.8613;False
D0437552;Certified Luxury Motors VS;110;2.5990909090909096;Valley Stream;11580.0;-73.7128;40.6686;False
D0282781;European Automobile Company;25;4.709677419354839;Plainview;11803.0;-73.4633;40.7981;False
D0328536;Cleveland Motorsports;1;4.75;Middleburg HTS;44130.0;-81.8011;41.371;True
D0334135;Bell Ford;208;3.933333333333333;Colonia;7067.0;-74.2959;40.5906;True
D0412657;Autopia;69;3.7441860465116275;Union;7083.0;-74.2693;40.6858;False
D0311874;Legend Motors Ferndale;81;3.75;Ferndale;48220.0;-83.1642;42.4459;False
D0438733;Jersey City Autoland;31;3.6666666666666665;Jersey City;7304.0;-74.0846;40.7222;False
D0062205;Garden City Jeep Chrysler Dodge Ram;111;4.611111111111111;Hempstead;11550.0;-73.6308;40.7164;True
D0374003;Yono Brokerage Services;4;4.25;Farmington;48336.0;-83.3671;42.4604;False
D0350092;Champion Used Auto Sales;20;3.741935483870968;Newark;7114.0;-74.1803;40.7218;False
D0393111;Avenger Auto Sales;15;4.423076923076923;Highland Park;8904.0;-74.4172;40.5013;False
D0377685;Certified Motorcar;27;4.631578947368421;Roselle Park;7204.0;-74.2689;40.6609;False
D0383337;M Sport Motor;86;3.9;Hillside;7205.0;-74.2371;40.6992;False
D0439840;Maserati and Alfa Romeo of Monmouth;114;3.9696969696969697;Oakhurst;7755.0;-74.0425;40.2714;True
D0373000;NJ Used Cars Center;51;4.857142857142857;Irvington;7111.0;-74.2262;40.7167;False
D0385150;E Cars Brooklyn;25;3.083333333333333;Brooklyn;11236.0;-73.9204;40.6525;False
D0291787;Motor City Direct Auto Sales;7;4.428571428571429;Pontiac;48341.0;-83.2852;42.6258;False
D0334561;Ideal Motors;39;3.75;Medford;11763.0;-72.9995;40.8187;False
D0283965;Motor City Auto Auction;23;4.741935483870968;Fraser;48026.0;-82.9461;42.5246;False
D0305851;Balise Toyota Springfield;308;4.428571428571429;West Springfield;1089.0;-72.6268;42.1423;True
D0368342;Jeremiah Auto Sales;14;3.333333333333333;Lakewood;8701.0;-74.2211;40.051;False
D0064256;Mercedes-Benz of Paramus;534;4.3478260869565215;Paramus;7652.0;-74.0805;40.9721;True
D0433025;A & B Auto ;11;4.0;Newark;7106.0;-74.2291;40.7391;False
D0404089;Lava Motors;30;4.734177215189874;Canton;6019.0;-72.92;41.8163;False
D0408563;Where Luxury Meets;137;3.4857142857142858;Elizabeth;7202.0;-74.2159;40.6526;False
D0285528;Bavarian Auto Gallery;28;4.266666666666667;Bayonne;7002.0;-74.101;40.6612;False
D0340776;NYC Motorcars of the Bronx;125;3.466666666666667;Bronx;10469.0;-73.8399;40.8808;False
D0417190;Exotic Auto Group;246;3.0943396226415096;Elizabeth;7202.0;-74.216;40.652;False
D0284015;BMW of Rochester Hills;73;4.333333333333333;Shelby Township;48317.0;-83.0916;42.6285;True
D0308982;Napleton Lincoln Glenview;133;4.25;Glenview;60025.0;-87.7984;42.084;True
D0371009;INFINITI of Lynbrook;103;5.0;Lynbrook;11563.0;-73.6842;40.6568;True
D0282753;Victory Car East;71;4.545454545454546;Huntington;11743.0;-73.3388;40.8342;False
D0065691;Legend Nissan;55;4.428571428571429;Syosset;11791.0;-73.5073;40.8103;True
D0057644;Keller Bros Ford Lititz;146;4.625;Lititz;17543.0;-76.3046;40.1431;True
D0183743;Majestic Auto Incorporated;47;3.5;New Brunswick;8901.0;-74.4532;40.4861;False
D0376819;Twin Auto City;67;4.142857142857143;Union City;7087.0;-74.0277;40.7704;False
D0345138;Lincoln of Troy;192;4.4375;Troy;48084.0;-83.1774;42.5476;True
D0293245;Danbury Hyundai CDJR Kia;720;3.5277777777777777;Danbury;6810.0;-73.4226;41.4156;True
D0347234;Mercedes-Benz of Fort Mitchell;231;4.648148148148148;Ft Mitchell;41011.0;-84.5508;39.0519;True
D0064159;Serra Auto Campus;118;4.441176470588236;Okemos;48864.0;-84.4523;42.6829;True
D0401132;Dream Auto Group;97;4.095238095238095;Shelby Charter Twp;48315.0;-82.9994;42.6698;False
D0282695;Star Chrysler Jeep Dodge Fiat;121;4.5;Queens Village;11428.0;-73.75;40.715;True
D0051068;East Hills Chevrolet of Douglaston;220;4.1;Douglaston;11362.0;-73.7463;40.7645;True
D0346605;Park Motor Cars;25;4.090909090909091;Passaic;7055.0;-74.1441;40.8558;False
D0049813;Matthews-Hargreaves Chevrolet;82;4.526315789473684;Royal Oak;48067.0;-83.121;42.504;True
D0406160;JAB Automotive LLC;60;3.085714285714286;Old Bridge;8857.0;-74.2993;40.4422;False
D0437166;Wide World Ferrari;16;5.0;Spring Valley;10977.0;-74.0352;41.1064;True
D0286709;World Class Automobiles;171;3.4444444444444446;South River;8882.0;-74.3885;40.455;False
D0293252;BMW of Darien;111;4.666666666666667;Darien;6820.0;-73.4754;41.0723;True
D0339573;CARite of Windsor Locks;161;4.341463414634147;Windsor Locks;6096.0;-72.668;41.9393;False
D0280746;Riverhead Toyota;170;4.666666666666667;Riverhead;11901.0;-72.6983;40.924;True
D0398629;Bell Ford;193;4.625;Adrian;49221.0;-84.074;41.9055;True
D0065000;Volvo Cars Westport;154;4.5;Westport;6880.0;-73.3467;41.1394;True
D0371032;CarMatch NY;36;4.5;Bay Shore;11706.0;-73.2746;40.7308;False
D0372069;Super Group Auto;33;5.0;Somerville;8876.0;-74.6083;40.5668;False
D0293341;Hatt Auto Sales;50;4.303030303030303;Elizabethport;7206.0;-74.1899;40.6454;False
D0399766;Certified Luxury Motors;84;2.931034482758621;Great Neck;11021.0;-73.7318;40.7747;False
D0390651;Keyless Motors;65;4.056603773584905;Union;7083.0;-74.2627;40.6948;False
D0332984;Baron Auto Sales;30;4.923076923076923;West Springfield;1089.0;-72.6278;42.0959;False
D0050922;Ciocca Chevrolet of Princeton;116;4.258064516129032;Lawrenceville;8648.0;-74.6879;40.2893;True
D0370282;United Auto Group;26;4.798290598290598;Putnam;6260.0;-71.8933;41.9247;False
D0435349;Shaker's Chrysler Dodge Jeep & Ram;64;4.4;Watertown;6795.0;-73.108;41.5923;True
D0266997;Executive Volkswagen of North Haven;105;4.5;North Haven;6473.0;-72.888;41.3628;True
D0274190;DCH Academy Honda;541;4.075757575757576;Old Bridge;8857.0;-74.297;40.4538;True
D0065675;Rockaway Nissan;27;4.1;Inwood;11096.0;-73.7408;40.623;True
D0282465;Metro Honda;212;3.7999999999999994;Jersey City;7305.0;-74.0965;40.7146;True
D0377898;Prime Auto Imports;57;4.441176470588236;Riverdale;7457.0;-74.3205;41.0014;False
D0056378;Serra Ford Rochester Hills;711;4.5;Rochester Hills;48307.0;-83.1319;42.6381;True
D0060540;Prestige Volkswagen of Stamford;102;4.0;Stamford;6902.0;-73.5462;41.0556;True
D0391110;Wheels and Deals;34;4.0;Springfield;1104.0;-72.5628;42.1384;False
D0282682;Pepmore Auto;9;5.0;Woodside;11377.0;-73.894;40.7401;False
D0286956;Lafayette Motors;40;5.0;Lafayette;7848.0;-74.6941;41.1022;False
D0056381;Tom Holzer Ford Inc;50;4.5;Farmington Hills;48335.0;-83.4342;42.468;True
D0345223;B&L Auto Sales;17;4.8125;Bronx;10469.0;-73.8566;40.8705;False
D0363341;Excellence Auto Trade;92;4.57190635451505;Brooklyn;11238.0;-73.9575;40.6796;False
D0051301;Sarant Cadillac;242;4.857142857142857;Farmingdale;11735.0;-73.4721;40.7272;True
D0438869;Champion Auto Sales - Rahway;12;2.0;Rahway;7065.0;-74.2902;40.6001;False
D0282754;Huntington Auto Mall;28;4.555555555555555;Huntington Station;11746.0;-73.393;40.8319;False
D0405713;World Star Auto Sales Inc.;16;4.666666666666667;Astoria;11103.0;-73.9098;40.7687;False
D0291980;Audi Manhattan;200;4.0;New York;10019.0;-73.9922;40.7691;True
D0438614;Certified Performance Motors;42;5.0;Valley Stream;11580.0;-73.7127;40.6686;False
D0274166;Open Road Mercedes-Benz;137;4.523809523809524;Bridgewater;8807.0;-74.583;40.5776;True
D0413506;AMG Auto Route 35;60;4.370795875198308;South Amboy;8879.0;-74.2974;40.4854;False
D0281452;Open Road Mazda of Morristown;189;3.9285714285714284;Morristown;7960.0;-74.4655;40.8022;True
D0367156;One Price Auto;6;4.75;Mt Clemens;48043.0;-82.8841;42.5841;False
D0311123;Tony's Auto Sales;27;4.375;Waterbury;6706.0;-73.0203;41.5394;False
D0179687;BMW of Ramsey;102;4.72;Ramsey;7446.0;-74.132;41.0653;True
D0103277;Highline Car Connection;285;4.306818181818182;Waterbury;6708.0;-73.0806;41.5867;False
D0276918;Wally Edgar Chevrolet;287;4.636363636363637;Lake Orion;48361.0;-83.2432;42.7265;True
D0102652;Trolley Square Auto Group;21;4.066666666666666;Branford;6405.0;-72.8495;41.2796;False
D0342113;Franklin Motors Auto Sales LLC;47;4.157894736842105;Hartford;6114.0;-72.6769;41.7464;False
D0282702;Sunrise AutoLand;32;4.461538461538462;Jamaica;11423.0;-73.7775;40.7093;False
D0064309;Audi of Smithtown;49;5.0;Saint James;11780.0;-73.1597;40.8599;True
D0379901;M-97 Auto Dealer;84;3.75;Roseville;48066.0;-82.9516;42.5174;False
D0402627;Mr Cars Auto Sales Little Neck;34;4.571428571428571;Little Neck;11362.0;-73.7472;40.7644;False
